cid,molecular_formula,molecular_weight,x_log_p,h_bond_donor_count,h_bond_acceptor_count,lipinski,query,cns_drug,smiles
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Ardeparin,FALSE,CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Dalteparin,FALSE,NA
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Enoxaparin,FALSE,CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Heparin,FALSE,NA
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Nadroparin,FALSE,NA
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Tinzaparin,FALSE,NA
3083544,C19H24N2O4,344.4,1.8,4,5,TRUE,Arformoterol,FALSE,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1
3083544,C19H24N2O4,344.4,1.8,4,5,TRUE,Formoterol,FALSE,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
92722,C23H36N6O5S,508.6,1.3,5,8,FALSE,Argatroban,FALSE,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
60795,C23H27Cl2N3O2,448.4,4.6,1,4,TRUE,Aripiprazole,TRUE,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
14888,As2O3,197.841,NA,0,3,FALSE,Arsenic trioxide,FALSE,O1[As]2O[As]1O2
68911,C16H26O5,298.37,3.1,0,5,TRUE,Artemether,FALSE,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4
3036780,C17H16ClNO,285.8,3.8,0,2,TRUE,Asenapine,TRUE,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
163091,C17H16ClNO,285.8,3.8,0,2,TRUE,Asenapine,TRUE,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
9903970,C17H16ClNO,285.8,3.8,0,2,TRUE,Asenapine,TRUE,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
46780481,C17H16ClNO,285.8,3.8,0,2,TRUE,Asenapine,TRUE,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
5460875,C4H7N2O3-,131.11,-2.8,2,4,TRUE,Asparaginase,FALSE,NA
134601,C14H18N2O5,294.3,-2.7,3,6,TRUE,Aspartame,FALSE,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O
2247,C28H31FN4O,458.6,6,1,5,FALSE,Astemizole,FALSE,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
148192,C38H52N6O7,704.9,5.6,5,9,FALSE,Atazanavir,FALSE,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
2249,C14H22N2O3,266.34,0.2,3,4,TRUE,Atenolol,FALSE,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
54841,C17H21NO,255.35,3.7,1,2,TRUE,Atomoxetine,TRUE,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1
60823,C33H35FN2O5,558.6,5,4,6,FALSE,Atorvastatin,FALSE,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
74989,C22H19ClO3,366.8,5.2,1,3,FALSE,Atovaquone,FALSE,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O
47319,C53H72N2O12+2,929.1,7.9,0,12,FALSE,Atracurium,FALSE,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1
174174,C17H23NO3,289.4,1.8,1,4,TRUE,Atropine,FALSE,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
174174,C17H23NO3,289.4,1.8,1,4,TRUE,Hyoscyamine,FALSE,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1
24199313,C20H34AuO9PS,678.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
70788951,C20H35AuO9PS,679.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
16667669,C20H34AuO9PS,678.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
6918453,C20H34AuO9PS,678.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
6333901,C20H35AuO9PS+,679.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
57417071,C20H35AuO9PS+,679.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
124081048,C20H34AuO9PS,678.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
138402869,C20H35AuO9PS,679.5,NA,0,10,FALSE,Auranofin,FALSE,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
9869929,C23H26ClN7O3,483.9,2.6,3,9,TRUE,Avanafil,FALSE,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1
6450551,C22H18N4OS,386.5,4.2,2,4,TRUE,Axitinib,FALSE,NA
9444,C8H12N4O5,244.2,-2.2,4,5,TRUE,Azacitidine,FALSE,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
19861,C20H22N2,290.4,3.6,0,2,TRUE,Azatadine,FALSE,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2
2265,C9H7N7O2S,277.27,0.1,1,7,TRUE,Azathioprine,FALSE,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
2266,C9H16O4,188.22,1.6,2,4,TRUE,Azelaic Acid,FALSE,OC(=O)CCCCCCCC(O)=O
2267,C22H24ClN3O,381.9,4.4,0,3,TRUE,Azelastine,FALSE,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
15574941,C16H17N5O4S,375.4,2.8,2,7,TRUE,Azidocillin,FALSE,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O
135409642,C30H24N4O8,568.5,4.9,1,10,FALSE,Azilsartan medoxomil,FALSE,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
447043,C38H72N2O12,749,4,5,14,FALSE,Azithromycin,FALSE,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
6479523,C20H23N5O6S,461.5,0.1,4,7,TRUE,Azlocillin,FALSE,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1
5742832,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
5459211,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
2274,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
54117,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
5466987,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
56842327,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
22842006,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
86741379,C13H17N5O8S2,435.4,0.3,4,12,FALSE,Aztreonam,FALSE,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
441397,C21H27N3O7S,465.5,2.7,2,9,TRUE,Bacampicillin,FALSE,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC
2284,C10H12ClNO2,213.66,-1,2,3,TRUE,Baclofen,TRUE,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
54585,C17H15N3O6,357.32,2.2,4,8,TRUE,Balsalazide,FALSE,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
54766,C18H29N3O5,367.4,1.2,2,6,TRUE,Bambuterol,FALSE,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C
21700,C28H37ClO7,521,3,1,7,FALSE,Beclometasone dipropionate,FALSE,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
5388906,C32H31BrN2O2,555.5,7.2,1,4,FALSE,Bedaquiline,FALSE,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2
5362124,C24H28N2O5,424.5,1.3,2,6,TRUE,Benazepril,FALSE,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
2315,C15H14F3N3O4S2,421.4,1.2,3,10,TRUE,Bendroflumethiazide,FALSE,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
6957673,C23H20N2O5,404.4,3.3,4,5,TRUE,Bentiromide,FALSE,OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1
517273,Al2H2O6Si,180.06,NA,1,6,FALSE,Bentoquatam,FALSE,O.O=[Si]=O.O=[Al]O[Al]=O
1201549,C21H25NO,307.4,4.5,0,2,TRUE,Benzatropine,TRUE,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C
2337,C9H11NO2,165.19,1.9,1,3,TRUE,Benzocaine,FALSE,CCOC(=O)C1=CC=C(N)C=C1
7699,C30H53NO11,603.7,2.4,1,12,FALSE,Benzonatate,FALSE,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
5311017,C17H21N,239.35,4.1,0,1,TRUE,Benzphetamine,FALSE,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1
2342,C22H32N2O5,404.5,2.1,0,6,TRUE,Benzquinamide,FALSE,CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
2343,C15H14ClN3O4S3,431.9,1.7,2,7,TRUE,Benzthiazide,FALSE,NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1
244,C7H8O,108.14,1.1,1,1,TRUE,Benzyl alcohol,FALSE,OCC1=CC=CC=C1
2345,C14H12O2,212.24,4,0,2,TRUE,Benzyl Benzoate,FALSE,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1
45266800,C28H46N6O8S,626.8,NA,9,13,FALSE,Benzylpenicilloyl Polylysine,FALSE,NA
164522,C21H25ClN2O3,388.9,1,1,5,TRUE,Bepotastine,FALSE,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
2351,C24H34N2O,366.5,5.3,0,3,FALSE,Bepridil,FALSE,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1
10178705,C19H21ClFN3O3,393.8,1.1,2,7,TRUE,Besifloxacin,FALSE,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O
2366,C8H12N2,136.19,0.4,1,2,TRUE,Betahistine,FALSE,CNCCC1=CC=CC=N1
9782,C22H29FO5,392.5,1.9,3,6,TRUE,Betamethasone,FALSE,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
2369,C18H29NO3,307.4,2.8,2,4,TRUE,Betaxolol,FALSE,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
7741,C5H9N3,111.15,-0.4,2,2,TRUE,Betazole,FALSE,NCCC1=CC=NN1
2370,C7H17N2O2+,161.22,0,1,2,TRUE,Bethanechol,FALSE,CC(C[N+](C)(C)C)OC(N)=O
2368,C10H15N3,177.25,0.9,2,1,TRUE,Bethanidine,FALSE,CN\C(NCC1=CC=CC=C1)=N/C
2372,C20H27NO4,345.4,3,2,5,TRUE,Bevantolol,FALSE,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
82146,C24H28O2,348.5,7.6,1,2,FALSE,Bexarotene,FALSE,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
39042,C19H20ClNO4,361.8,3.8,2,4,TRUE,Bezafibrate,FALSE,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O
2375,C18H14F4N2O4S,430.4,2.3,2,9,TRUE,Bicalutamide,FALSE,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
2378,C22H18N2,310.4,4.8,0,1,TRUE,Bifonazole,FALSE,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
5311027,C25H37NO4,415.6,2.8,4,4,TRUE,Bimatoprost,FALSE,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
171548,C10H16N2O3S,244.31,0.3,3,4,TRUE,Biotin,FALSE,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
2381,C21H29NO,311.5,4.3,1,2,TRUE,Biperiden,FALSE,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
16682734,C7H6BiO4,363.1,NA,1,4,FALSE,Bismuth Subsalicylate,FALSE,O[Bi]1OC(=O)C2=CC=CC=C2O1
2405,C18H31NO4,325.4,1.9,2,5,TRUE,Bisoprolol,FALSE,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
16129704,C98H138N24O33,2180.3,-7.1,28,35,FALSE,Bivalirudin,FALSE,NA
5360373,C55H84N17O21S3+,1415.6,-7.5,20,31,FALSE,Bleomycin,FALSE,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
5460769,C55H84N17O21S3+,1415.6,-7.5,20,31,FALSE,Bleomycin,FALSE,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
84068,C55H84N17O21S3+,1415.6,-7.5,20,31,FALSE,Bleomycin,FALSE,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
456190,C55H84N17O21S3+,1415.6,-7.5,20,31,FALSE,Bleomycin,FALSE,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
155903698,C55H84N17O21S3+,1415.6,-7.5,20,31,FALSE,Bleomycin,FALSE,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
10324367,C27H45N5O5,519.7,3.1,4,5,FALSE,Boceprevir,FALSE,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C
44112,C23H28N2O3,380.5,4.7,2,4,TRUE,Bopindolol,FALSE,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1
387447,C19H25BN4O4,384.2,NA,4,6,FALSE,Bortezomib,FALSE,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
104865,C27H29N5O6S,551.6,3.8,2,11,FALSE,Bosentan,FALSE,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
5328940,C26H29Cl2N5O3,530.4,5.4,1,8,FALSE,Bosutinib,FALSE,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl
2431,C11H17BrN+,243.16,2.8,0,0,TRUE,Bretylium,FALSE,CC[N+](C)(C)CC1=CC=CC=C1Br
2435,C11H10BrN5,292.13,0.6,2,3,TRUE,Brimonidine,FALSE,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12
68844,C12H21N3O5S3,383.5,-0.3,2,9,TRUE,Brinzolamide,FALSE,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
2441,C14H10BrN3O,316.15,1.7,1,3,TRUE,Bromazepam,FALSE,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1
60726,C15H12BrNO3,334.16,3.3,2,4,TRUE,Bromfenac,FALSE,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1
31101,C32H40BrN5O5,654.6,3.8,3,6,FALSE,Bromocriptine,TRUE,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C
2444,C17H20BrNO,334.2,4,0,2,TRUE,Bromodiphenhydramine,FALSE,CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1
6834,C16H19BrN2,319.24,3.5,0,2,TRUE,Brompheniramine,FALSE,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
6729,C28H33ClN2,433,7.1,0,2,FALSE,Buclizine,FALSE,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
5281004,C25H34O6,430.5,2.5,2,6,TRUE,Budesonide,FALSE,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
2471,C17H20N2O5S,364.4,2.8,3,7,TRUE,Bumetanide,FALSE,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
2474,C18H28N2O,288.4,3.4,1,2,TRUE,Bupivacaine,FALSE,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
2475,C14H22ClNO2,271.78,2.8,2,3,TRUE,Bupranolol,FALSE,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
644073,C29H41NO4,467.6,5,2,5,TRUE,Buprenorphine,TRUE,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
444,C13H18ClNO,239.74,3.2,1,2,TRUE,Bupropion,TRUE,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1
50225,C60H86N16O13,1239.4,-0.1,15,15,FALSE,Buserelin,FALSE,NA
50224,C62H90N16O15,1299.5,NA,16,17,FALSE,Buserelin,FALSE,NA
2477,C21H31N5O2,385.5,2.6,0,6,TRUE,Buspirone,TRUE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
2478,C6H14O6S2,246.3,-0.5,0,6,TRUE,Busulfan,FALSE,CS(=O)(=O)OCCCCOS(C)(=O)=O
2479,C10H16N2O3,212.25,1.6,2,3,TRUE,Butabarbital,FALSE,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
2481,C11H16N2O3,224.26,1.7,2,3,TRUE,Butalbital,TRUE,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
2484,C23H27N,317.5,6.3,0,1,FALSE,Butenafine,FALSE,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
6473,C10H16N2O3,212.25,1.7,2,3,TRUE,Butethal,FALSE,CCCCC1(CC)C(=O)NC(=O)NC1=O
47472,C19H17Cl3N2S,411.8,6.4,0,2,FALSE,Butoconazole,FALSE,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1
5361092,C21H29NO2,327.5,3.8,2,3,TRUE,Butorphanol,TRUE,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1
9854073,C45H57NO14,835.9,2.7,3,14,FALSE,Cabazitaxel,FALSE,[H][C@@](O)([C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1)C(=O)O[C@@]1([H])C[C@@]2(O)[C@@]([H])(OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@]4([H])C[C@]([H])(OC)[C@@]3(C)C(=O)[C@]([H])(OC)C(=C1C)C2(C)C)OC(C)=O
54746,C26H37N5O2,451.6,3.4,2,4,TRUE,Cabergoline,FALSE,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
25102847,C28H24FN3O5,501.5,5.4,2,7,FALSE,Cabozantinib,FALSE,NA
2519,C8H10N4O2,194.19,-0.1,0,3,TRUE,Caffeine,TRUE,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
5283731,C27H44O2,400.6,6.2,2,2,FALSE,Calcidiol,FALSE,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
5288783,C27H40O3,412.6,4.3,3,3,TRUE,Calcipotriol,FALSE,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
5280453,C27H44O3,416.6,5.1,3,3,FALSE,Calcitriol,FALSE,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
